epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.73E+12,2024-10-23T14.41.15.342,2.56,4.207,-6.341,-2.256
1.73E+12,2024-10-23T14.41.15.352,2.57,1.646,-0.915,-1.159
1.73E+12,2024-10-23T14.41.15.362,2.58,-0.793,4.512,-0.305
1.73E+12,2024-10-23T14.41.15.372,2.59,-2.988,9.146,0.305
1.73E+12,2024-10-23T14.41.15.382,2.6,-5.366,13.415,0.793
1.73E+12,2024-10-23T14.41.15.392,2.61,-7.378,17.378,1.28
1.73E+12,2024-10-23T14.41.15.402,2.62,-8.963,20.488,2.134
1.73E+12,2024-10-23T14.41.15.412,2.63,-10,22.5,3.171
1.73E+12,2024-10-23T14.41.15.422,2.64,-10.915,23.537,4.39
1.73E+12,2024-10-23T14.41.15.432,2.65,-12.073,24.207,4.817
1.73E+12,2024-10-23T14.41.15.442,2.66,-13.354,23.476,4.817
1.73E+12,2024-10-23T14.41.15.452,2.67,-14.817,22.134,5.488
1.73E+12,2024-10-23T14.41.15.462,2.68,-15.915,21.89,6.159
1.73E+12,2024-10-23T14.41.15.472,2.69,-16.585,22.683,6.89
1.73E+12,2024-10-23T14.41.15.482,2.7,-16.829,22.866,8.11
1.73E+12,2024-10-23T14.41.15.492,2.71,-16.829,23.171,9.451
1.73E+12,2024-10-23T14.41.15.502,2.72,-16.28,24.207,10.366
1.73E+12,2024-10-23T14.41.15.512,2.73,-15.366,25,11.341
1.73E+12,2024-10-23T14.41.15.522,2.74,-14.085,25.671,12.134
1.73E+12,2024-10-23T14.41.15.532,2.75,-12.439,26.524,12.744
1.73E+12,2024-10-23T14.41.15.542,2.76,-10.488,27.866,13.232
1.73E+12,2024-10-23T14.41.15.552,2.77,-8.049,29.451,13.537
1.73E+12,2024-10-23T14.41.15.562,2.78,-5.549,31.524,13.476
1.73E+12,2024-10-23T14.41.15.572,2.79,-2.378,34.756,13.11
1.73E+12,2024-10-23T14.41.15.582,2.8,0.732,38.293,12.5
1.73E+12,2024-10-23T14.41.15.592,2.81,3.598,40.854,11.951
1.73E+12,2024-10-23T14.41.15.602,2.82,6.159,42.988,11.402
1.73E+12,2024-10-23T14.41.15.612,2.83,8.537,45.488,10.854
1.73E+12,2024-10-23T14.41.15.622,2.84,10.549,47.866,10.488
1.73E+12,2024-10-23T14.41.15.632,2.85,12.317,50.427,10.244
1.73E+12,2024-10-23T14.41.15.642,2.86,13.902,53.049,10.183
1.73E+12,2024-10-23T14.41.15.652,2.87,14.939,55.244,10.183
1.73E+12,2024-10-23T14.41.15.662,2.88,15.549,57.683,10.183
1.73E+12,2024-10-23T14.41.15.672,2.89,15.915,60.915,9.634
1.73E+12,2024-10-23T14.41.15.682,2.9,15.854,64.817,8.659
1.73E+12,2024-10-23T14.41.15.692,2.91,15.305,68.537,7.622
1.73E+12,2024-10-23T14.41.15.702,2.92,14.268,71.768,6.768
1.73E+12,2024-10-23T14.41.15.712,2.93,13.232,75.183,5.793
1.73E+12,2024-10-23T14.41.15.722,2.94,12.012,77.988,5.061
1.73E+12,2024-10-23T14.41.15.732,2.95,10.61,80.183,4.878
1.73E+12,2024-10-23T14.41.15.742,2.96,9.207,81.89,5.183
1.73E+12,2024-10-23T14.41.15.752,2.97,7.805,83.049,5.854
1.73E+12,2024-10-23T14.41.15.762,2.98,6.463,83.902,6.768
1.73E+12,2024-10-23T14.41.15.772,2.99,5.061,84.207,7.866
1.73E+12,2024-10-23T14.41.15.782,3,3.72,83.902,9.085
1.73E+12,2024-10-23T14.41.15.792,3.01,2.378,83.415,10.122
1.73E+12,2024-10-23T14.41.15.802,3.02,1.098,82.927,10.854
1.73E+12,2024-10-23T14.41.15.812,3.03,0,81.951,11.402
1.73E+12,2024-10-23T14.41.15.822,3.04,-1.159,80.427,11.89
1.73E+12,2024-10-23T14.41.15.832,3.05,-2.134,78.11,12.439
1.73E+12,2024-10-23T14.41.15.842,3.06,-3.049,75.183,12.744
1.73E+12,2024-10-23T14.41.15.852,3.07,-3.78,72.256,12.988
1.73E+12,2024-10-23T14.41.15.862,3.08,-4.329,69.451,12.927
1.73E+12,2024-10-23T14.41.15.872,3.09,-4.817,66.524,12.622
1.73E+12,2024-10-23T14.41.15.882,3.1,-5.366,63.232,12.195
1.73E+12,2024-10-23T14.41.15.892,3.11,-5.671,61.037,11.402
1.73E+12,2024-10-23T14.41.15.902,3.12,-5.793,59.573,10.549
1.73E+12,2024-10-23T14.41.15.912,3.13,-5.976,57.927,9.939
1.73E+12,2024-10-23T14.41.15.922,3.14,-6.098,56.037,9.451
1.73E+12,2024-10-23T14.41.15.932,3.15,-6.159,54.573,8.963
1.73E+12,2024-10-23T14.41.15.942,3.16,-5.915,53.476,8.598
1.73E+12,2024-10-23T14.41.15.952,3.17,-5.671,52.134,8.354
1.73E+12,2024-10-23T14.41.15.962,3.18,-5.427,50.854,8.293
1.73E+12,2024-10-23T14.41.15.972,3.19,-5.061,49.695,8.11
1.73E+12,2024-10-23T14.41.15.982,3.2,-4.573,48.72,7.927
1.73E+12,2024-10-23T14.41.15.992,3.21,-4.146,47.561,7.683
1.73E+12,2024-10-23T14.41.16.002,3.22,-3.659,46.524,7.439
1.73E+12,2024-10-23T14.41.16.012,3.23,-3.171,45.305,7.439
1.73E+12,2024-10-23T14.41.16.022,3.24,-2.744,43.78,7.5
1.73E+12,2024-10-23T14.41.16.032,3.25,-2.256,42.5,7.439
1.73E+12,2024-10-23T14.41.16.042,3.26,-1.524,41.341,7.439
1.73E+12,2024-10-23T14.41.16.052,3.27,-1.037,40.122,7.622
1.73E+12,2024-10-23T14.41.16.062,3.28,-0.61,38.72,7.988
1.73E+12,2024-10-23T14.41.16.072,3.29,0.061,36.707,8.232
1.73E+12,2024-10-23T14.41.16.082,3.3,0.793,33.78,8.476
1.73E+12,2024-10-23T14.41.16.092,3.31,1.646,28.963,8.598
1.73E+12,2024-10-23T14.41.16.102,3.32,2.866,23.11,8.537
1.73E+12,2024-10-23T14.41.16.112,3.33,4.573,17.622,7.866
1.73E+12,2024-10-23T14.41.16.122,3.34,6.829,12.744,7.073
1.73E+12,2024-10-23T14.41.16.132,3.35,9.085,8.963,6.098
1.73E+12,2024-10-23T14.41.16.142,3.36,11.098,6.28,4.756
1.73E+12,2024-10-23T14.41.16.152,3.37,12.622,4.024,3.171
1.73E+12,2024-10-23T14.41.16.162,3.38,13.232,1.707,1.768
1.73E+12,2024-10-23T14.41.16.172,3.39,13.293,0.061,0.427
1.73E+12,2024-10-23T14.41.16.182,3.4,12.744,-1.037,-0.61
1.73E+12,2024-10-23T14.41.16.192,3.41,11.707,-2.195,-1.098
1.73E+12,2024-10-23T14.41.16.202,3.42,10.244,-2.988,-1.402
1.73E+12,2024-10-23T14.41.16.212,3.43,8.537,-2.927,-1.524
1.73E+12,2024-10-23T14.41.16.222,3.44,6.585,-2.439,-1.524
1.73E+12,2024-10-23T14.41.16.232,3.45,4.695,-1.341,-1.463
