epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.73293E+12,2024-11-29T19.43.39.596,3.09,-0.192,1.16,0.112
1.73293E+12,2024-11-29T19.43.39.606,3.1,-0.199,1.146,0.109
1.73293E+12,2024-11-29T19.43.39.616,3.11,-0.204,1.135,0.111
1.73293E+12,2024-11-29T19.43.39.626,3.12,-0.214,1.117,0.114
1.73293E+12,2024-11-29T19.43.39.636,3.13,-0.226,1.104,0.106
1.73293E+12,2024-11-29T19.43.39.646,3.14,-0.229,1.092,0.112
1.73293E+12,2024-11-29T19.43.39.656,3.15,-0.227,1.058,0.117
1.73293E+12,2024-11-29T19.43.39.666,3.16,-0.228,1.039,0.116
1.73293E+12,2024-11-29T19.43.39.676,3.17,-0.235,1.03,0.119
1.73293E+12,2024-11-29T19.43.39.686,3.18,-0.26,1.026,0.119
1.73293E+12,2024-11-29T19.43.39.696,3.19,-0.268,1.031,0.117
1.73293E+12,2024-11-29T19.43.39.706,3.2,-0.291,1.035,0.106
1.73293E+12,2024-11-29T19.43.39.716,3.21,-0.33,1.047,0.113
1.73293E+12,2024-11-29T19.43.39.726,3.22,-0.354,1.052,0.127
1.73293E+12,2024-11-29T19.43.39.736,3.23,-0.378,1.046,0.133
1.73293E+12,2024-11-29T19.43.39.746,3.24,-0.383,1.047,0.139
1.73293E+12,2024-11-29T19.43.39.756,3.25,-0.38,1.034,0.142
1.73293E+12,2024-11-29T19.43.39.766,3.26,-0.383,1.022,0.147
1.73293E+12,2024-11-29T19.43.39.776,3.27,-0.401,1.007,0.155
1.73293E+12,2024-11-29T19.43.39.786,3.28,-0.421,0.983,0.16
1.73293E+12,2024-11-29T19.43.39.796,3.29,-0.442,0.947,0.17
1.73293E+12,2024-11-29T19.43.39.806,3.3,-0.454,0.902,0.182
1.73293E+12,2024-11-29T19.43.39.816,3.31,-0.473,0.864,0.181
1.73293E+12,2024-11-29T19.43.39.826,3.32,-0.494,0.828,0.19
1.73293E+12,2024-11-29T19.43.39.836,3.33,-0.492,0.813,0.188
1.73293E+12,2024-11-29T19.43.39.846,3.34,-0.48,0.781,0.178
1.73293E+12,2024-11-29T19.43.39.856,3.35,-0.5,0.747,0.169
1.73293E+12,2024-11-29T19.43.39.866,3.36,-0.521,0.72,0.177
1.73293E+12,2024-11-29T19.43.39.876,3.37,-0.547,0.672,0.183
1.73293E+12,2024-11-29T19.43.39.886,3.38,-0.568,0.637,0.185
1.73293E+12,2024-11-29T19.43.39.896,3.39,-0.587,0.608,0.194
1.73293E+12,2024-11-29T19.43.39.906,3.4,-0.602,0.58,0.203
1.73293E+12,2024-11-29T19.43.39.916,3.41,-0.617,0.551,0.208
1.73293E+12,2024-11-29T19.43.39.926,3.42,-0.638,0.53,0.208
1.73293E+12,2024-11-29T19.43.39.936,3.43,-0.663,0.519,0.212
1.73293E+12,2024-11-29T19.43.39.946,3.44,-0.684,0.512,0.213
1.73293E+12,2024-11-29T19.43.39.956,3.45,-0.694,0.51,0.217
1.73293E+12,2024-11-29T19.43.39.966,3.46,-0.703,0.513,0.219
