epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.72974E+12,2024-10-23T21.59.26.197,2.25,20.915,-80,0.793
1.72974E+12,2024-10-23T21.59.26.207,2.26,22.744,-88.354,1.89
1.72974E+12,2024-10-23T21.59.26.217,2.27,25.854,-96.28,1.098
1.72974E+12,2024-10-23T21.59.26.227,2.28,29.207,-98.78,-0.183
1.72974E+12,2024-10-23T21.59.26.237,2.29,30.549,-98.78,2.439
1.72974E+12,2024-10-23T21.59.26.247,2.3,30.549,-97.927,7.927
1.72974E+12,2024-10-23T21.59.26.257,2.31,30,-96.524,12.012
1.72974E+12,2024-10-23T21.59.26.267,2.32,28.841,-95.915,12.5
1.72974E+12,2024-10-23T21.59.26.277,2.33,27.744,-98.476,10.793
1.72974E+12,2024-10-23T21.59.26.287,2.34,27.195,-104.878,8.049
1.72974E+12,2024-10-23T21.59.26.297,2.35,26.28,-110.61,6.402
1.72974E+12,2024-10-23T21.59.26.307,2.36,25.915,-108.72,6.22
1.72974E+12,2024-10-23T21.59.26.317,2.37,26.341,-103.963,5.976
1.72974E+12,2024-10-23T21.59.26.327,2.38,25.976,-102.622,5.061
1.72974E+12,2024-10-23T21.59.26.337,2.39,25.183,-104.085,2.988
1.72974E+12,2024-10-23T21.59.26.347,2.4,24.939,-104.939,-0.183
1.72974E+12,2024-10-23T21.59.26.357,2.41,24.817,-106.22,-3.72
1.72974E+12,2024-10-23T21.59.26.367,2.42,24.329,-109.512,-7.012
1.72974E+12,2024-10-23T21.59.26.377,2.43,24.329,-111.341,-8.963
1.72974E+12,2024-10-23T21.59.26.387,2.44,24.817,-108.963,-8.659
1.72974E+12,2024-10-23T21.59.26.397,2.45,25.549,-102.134,-7.866
1.72974E+12,2024-10-23T21.59.26.407,2.46,26.037,-97.256,-8.841
1.72974E+12,2024-10-23T21.59.26.417,2.47,25.61,-98.049,-11.341
1.72974E+12,2024-10-23T21.59.26.427,2.48,25.183,-100.244,-15.61
1.72974E+12,2024-10-23T21.59.26.437,2.49,25.305,-100,-21.037
1.72974E+12,2024-10-23T21.59.26.447,2.5,26.524,-95.061,-24.756
1.72974E+12,2024-10-23T21.59.26.457,2.51,29.268,-84.451,-27.622
1.72974E+12,2024-10-23T21.59.26.467,2.52,32.317,-76.89,-29.207
1.72974E+12,2024-10-23T21.59.26.477,2.53,33.537,-77.073,-28.232
1.72974E+12,2024-10-23T21.59.26.487,2.54,34.939,-76.22,-28.476
1.72974E+12,2024-10-23T21.59.26.497,2.55,36.585,-72.012,-29.939
1.72974E+12,2024-10-23T21.59.26.507,2.56,36.951,-66.646,-30
1.72974E+12,2024-10-23T21.59.26.517,2.57,36.341,-59.207,-28.476
1.72974E+12,2024-10-23T21.59.26.527,2.58,35.183,-50.976,-26.707
1.72974E+12,2024-10-23T21.59.26.537,2.59,33.354,-45.244,-25.61
1.72974E+12,2024-10-23T21.59.26.547,2.6,31.037,-44.024,-24.451
1.72974E+12,2024-10-23T21.59.26.557,2.61,29.024,-42.622,-24.329
1.72974E+12,2024-10-23T21.59.26.567,2.62,27.866,-38.659,-26.037
1.72974E+12,2024-10-23T21.59.26.577,2.63,26.341,-35.122,-27.073
1.72974E+12,2024-10-23T21.59.26.587,2.64,24.451,-30.915,-26.098
1.72974E+12,2024-10-23T21.59.26.597,2.65,22.317,-25.732,-25.183
1.72974E+12,2024-10-23T21.59.26.607,2.66,20.427,-22.744,-24.939
1.72974E+12,2024-10-23T21.59.26.617,2.67,18.841,-22.317,-24.573
1.72974E+12,2024-10-23T21.59.26.627,2.68,17.927,-22.012,-25.427
1.72974E+12,2024-10-23T21.59.26.637,2.69,17.866,-20.732,-26.951
1.72974E+12,2024-10-23T21.59.26.647,2.7,17.744,-20.366,-26.402
1.72974E+12,2024-10-23T21.59.26.657,2.71,16.951,-19.695,-24.024
1.72974E+12,2024-10-23T21.59.26.667,2.72,16.159,-16.524,-21.463
1.72974E+12,2024-10-23T21.59.26.677,2.73,14.756,-14.024,-18.476
1.72974E+12,2024-10-23T21.59.26.687,2.74,12.561,-12.988,-15.305
1.72974E+12,2024-10-23T21.59.26.697,2.75,10.488,-11.098,-13.537
1.72974E+12,2024-10-23T21.59.26.707,2.76,9.207,-8.659,-11.524
1.72974E+12,2024-10-23T21.59.26.717,2.77,7.805,-7.439,-8.537
1.72974E+12,2024-10-23T21.59.26.727,2.78,6.28,-7.195,-5.854
1.72974E+12,2024-10-23T21.59.26.737,2.79,4.939,-7.012,-4.085
1.72974E+12,2024-10-23T21.59.26.747,2.8,3.659,-5.854,-3.476
1.72974E+12,2024-10-23T21.59.26.757,2.81,2.378,-3.841,-3.293
1.72974E+12,2024-10-23T21.59.26.767,2.82,1.28,-2.012,-2.927
1.72974E+12,2024-10-23T21.59.26.777,2.83,0.183,-1.159,-1.585
1.72974E+12,2024-10-23T21.59.26.787,2.84,-0.61,-1.159,-0.366
1.72974E+12,2024-10-23T21.59.26.797,2.85,-0.854,-0.793,0
1.72974E+12,2024-10-23T21.59.26.807,2.86,-0.732,-0.854,0.671
1.72974E+12,2024-10-23T21.59.26.817,2.87,-0.305,-1.402,1.829
